Title,Original Price,Promotional Price,Psplus Price,Max_price,Min_price,Min_price_plus,url_games
The Legend of Heroes: Trails of Cold Steel,"R$ 164,90","R$ 82,45","R$ 82,45","R$ 164,90","R$ 82,45","R$ 82,45",/ps4-store-br/the-legend-of-heroes-trails-of-cold-steel-game-39096/
The Princess Guide,"R$ 199,50","R$ 99,75","R$ 99,75","R$ 199,50","R$ 99,75","R$ 99,75",/ps4-store-br/the-princess-guide-game-39097/
ONE PIECE World Seeker,"R$ 249,90","R$ 62,47","R$ 62,47","R$ 249,90","R$ 62,47","R$ 62,47",/ps4-store-br/one-piece-world-seeker-game-39119/
LEFT ALIVE™ DAY ONE EDITION,"R$ 229,90","R$ 68,97","R$ 68,97","R$ 229,90","R$ 57,47","R$ 57,47",/ps4-store-br/left-alive-day-one-edition-game-39149/
Deponia Doomsday,"R$ 53,90","R$ 5,39","R$ 5,39","R$ 53,90","R$ 5,39","R$ 5,39",/ps4-store-br/deponia-doomsday-game-39168/
Anthem™ Edição Standard,"R$ 209,90","R$ 41,98","R$ 41,98","R$ 209,90","R$ 37,78","R$ 37,78",/ps4-store-br/anthem-edicao-standard-game-39187/
STEINS;GATE ELITE,"R$ 249,90","R$ 124,95","R$ 124,95","R$ 249,90","R$ 99,96","R$ 99,96",/ps4-store-br/steinsgate-elite-game-39202/
Far Cry New Dawn,"R$ 149,99","R$ 44,99","R$ 44,99","R$ 149,99","R$ 44,99","R$ 44,99",/ps4-store-br/far-cry-new-dawn-game-39204/
Intruders: Hide and Seek,"R$ 83,50","R$ 8,35","R$ 8,35","R$ 83,50","R$ 8,35","R$ 8,35",/ps4-store-br/intruders-hide-and-seek-game-39216/
Alvastia Chronicles,"R$ 62,50","R$ 31,25","R$ 31,25","R$ 62,50","R$ 31,25","R$ 31,25",/ps4-store-br/alvastia-chronicles-game-39218/
Pro Fishing Simulator,"R$ 199,50","R$ 59,85","R$ 59,85","R$ 199,50","R$ 59,85","R$ 59,85",/ps4-store-br/pro-fishing-simulator-game-39247/
Spike Volleyball,"R$ 155,99","R$ 46,79","R$ 38,99","R$ 155,99","R$ 38,99","R$ 38,99",/ps4-store-br/spike-volleyball-game-39250/
Song Of Memories,"R$ 164,90","R$ 41,22","R$ 41,22","R$ 164,90","R$ 41,22","R$ 41,22",/ps4-store-br/song-of-memories-game-39258/
Genesis Alpha One,"R$ 107,50","R$ 36,55","R$ 36,55","R$ 107,50","R$ 36,55","R$ 36,55",/ps4-store-br/genesis-alpha-one-game-39264/
RUSH VR,"R$ 133,90","R$ 33,47","R$ 33,47","R$ 133,90","R$ 30,76","R$ 26,91",/ps4-store-br/rush-vr-game-39265/
Party Crashers and Party Golf,"R$ 128,90","R$ 19,33","R$ 6,44","R$ 128,90","R$ 12,89","R$ 6,44",/ps4-store-br/party-crashers-and-party-golf-game-39269/
Suicide Guy: Sleepin’ Deeply,"R$ 31,90","R$ 7,97","R$ 7,97","R$ 31,90","R$ 7,97","R$ 6,38",/ps4-store-br/suicide-guy-sleepin-deeply-game-39305/
Fishing Sim World: Pro Tour + Quad Lake Pass,"R$ 214,50","R$ 85,80","R$ 85,80","R$ 214,50","R$ 85,80","R$ 85,80",/ps4-store-br/fishing-sim-world-pro-tour-quad-lake-pass-game-39328/
Warhammer: Vermintide 2,"R$ 124,90","R$ 31,22","R$ 31,22","R$ 124,90","R$ 31,22","R$ 31,22",/ps4-store-br/warhammer-vermintide-2-game-39333/
Warhammer: Vermintide 2 - Edição Premium ,"R$ 186,90","R$ 46,72","R$ 46,72","R$ 186,90","R$ 46,72","R$ 46,72",/ps4-store-br/warhammer-vermintide-2-edicao-premium-game-39334/
EARTH DEFENSE FORCE 5,"R$ 249,90","R$ 149,94","R$ 124,95","R$ 249,90","R$ 124,95","R$ 124,95",/ps4-store-br/earth-defense-force-5-game-39350/
My Little Riding Champion,"R$ 149,50","R$ 44,85","R$ 44,85","R$ 149,50","R$ 37,37","R$ 37,37",/ps4-store-br/my-little-riding-champion-game-39399/
Batman: Arkham Collection,"R$ 249,90","R$ 62,47","R$ 62,47","R$ 249,90","R$ 62,47","R$ 62,47",/ps4-store-br/batman-arkham-collection-game-39403/
I Am The Hero,"R$ 53,90","R$ 21,56","R$ 21,56","R$ 53,90","R$ 16,60","R$ 16,60",/ps4-store-br/i-am-the-hero-game-39406/
Déraciné,"R$ 79,99","R$ 51,99","R$ 51,99","R$ 79,99","R$ 26,39","R$ 26,39",/ps4-store-br/deracine-game-39456/
THE FOREST,"R$ 104,90","R$ 47,20","R$ 47,20","R$ 104,90","R$ 30,75","R$ 30,74",/ps4-store-br/the-forest-game-39463/
Call of Cthulhu®,"R$ 164,90","R$ 44,85","R$ 44,85","R$ 164,90","R$ 37,47","R$ 37,47",/ps4-store-br/call-of-cthulhu-game-39478/
For Honor® Marching Fire™ Edition,"R$ 207,90","R$ 51,97","R$ 51,97","R$ 207,90","R$ 51,97","R$ 51,97",/ps4-store-br/for-honor-marching-fire-edition-game-39517/
The Jackbox Party Pack 5,"R$ 159,90","R$ 95,94","R$ 87,94","R$ 159,90","R$ 74,94","R$ 68,69",/ps4-store-br/the-jackbox-party-pack-5-game-39526/
The Surge - Augmented Edition,"R$ 164,90","R$ 31,98","R$ 31,98","R$ 164,90","R$ 31,22","R$ 31,22",/ps4-store-br/the-surge-augmented-edition-game-39527/
Mark of the Ninja: Remastered,"R$ 104,90","R$ 47,20","R$ 47,20","R$ 104,90","R$ 37,57","R$ 37,57",/ps4-store-br/mark-of-the-ninja-remastered-game-39536/
Space Hulk: Tactics,"R$ 149,50","R$ 37,37","R$ 37,37","R$ 149,50","R$ 31,22","R$ 31,22",/ps4-store-br/space-hulk-tactics-game-39538/
Assassin’s Creed® Odyssey Deluxe Edition,"R$ 229,99","R$ 57,49","R$ 57,49","R$ 229,99","R$ 57,49","R$ 57,49",/ps4-store-br/assassins-creed-odyssey-deluxe-edition-game-39541/
Party Crashers,"R$ 79,90","R$ 11,98","R$ 3,99","R$ 79,90","R$ 7,99","R$ 3,99",/ps4-store-br/party-crashers-game-39544/
Assassin’s Creed® Odyssey Ultimate Edition,"R$ 299,99","R$ 74,99","R$ 74,99","R$ 299,99","R$ 74,99","R$ 74,99",/ps4-store-br/assassins-creed-odyssey-ultimate-edition-game-39546/
Valthirian Arc: Hero School Story,"R$ 62,50","R$ 12,50","R$ 12,50","R$ 62,50","R$ 12,50","R$ 12,50",/ps4-store-br/valthirian-arc-hero-school-story-game-39552/
Fishing Sim World®: Pro Tour Deluxe Edition,"R$ 124,50","R$ 49,80","R$ 49,80","R$ 124,50","R$ 41,56","R$ 41,56",/ps4-store-br/fishing-sim-world-pro-tour-deluxe-edition-game-39563/
Jack N’ Jill DX,"R$ 26,90","R$ 10,76","R$ 10,76","R$ 26,90","R$ 7,96","R$ 7,96",/ps4-store-br/jack-n-jill-dx-game-39565/
METAL MAX Xeno,"R$ 164,90","R$ 41,22","R$ 41,22","R$ 164,90","R$ 41,22","R$ 41,22",/ps4-store-br/metal-max-xeno-game-39566/
Punch Line,"R$ 207,90","R$ 41,22","R$ 41,22","R$ 207,90","R$ 39,57","R$ 39,57",/ps4-store-br/punch-line-game-39570/
This Is the Police 2,"R$ 149,50","R$ 37,37","R$ 37,37","R$ 149,50","R$ 37,37","R$ 37,37",/ps4-store-br/this-is-the-police-2-game-39574/
Labyrinth of Refrain: Coven of Dusk,"R$ 207,90","R$ 83,16","R$ 83,16","R$ 207,90","R$ 83,16","R$ 83,16",/ps4-store-br/labyrinth-of-refrain-coven-of-dusk-game-39592/
V-Rally 4,"R$ 249,90","R$ 49,98","R$ 49,98","R$ 249,90","R$ 29,98","R$ 29,98",/ps4-store-br/v-rally-4-game-39617/
V-Rally 4 Ultimate Edition ,"R$ 299,90","R$ 59,98","R$ 59,98","R$ 299,90","R$ 59,98","R$ 44,98",/ps4-store-br/v-rally-4-ultimate-edition-game-39619/
SNK HEROINES Tag Team Frenzy,"R$ 207,90","R$ 124,74","R$ 124,74","R$ 207,90","R$ 124,74","R$ 124,74",/ps4-store-br/snk-heroines-tag-team-frenzy-game-39626/
428: Shibuya Scramble,"R$ 207,90","R$ 41,58","R$ 41,58","R$ 207,90","R$ 41,58","R$ 41,58",/ps4-store-br/428-shibuya-scramble-game-39628/
Moonfall Ultimate,"R$ 64,50","R$ 16,12","R$ 16,12","R$ 64,50","R$ 16,12","R$ 16,12",/ps4-store-br/moonfall-ultimate-game-39633/
PLANET ALPHA,"R$ 104,90","R$ 26,22","R$ 26,22","R$ 104,90","R$ 24,60","R$ 24,60",/ps4-store-br/planet-alpha-game-39635/
Fernz Gate,"R$ 79,90","R$ 39,95","R$ 39,95","R$ 79,90","R$ 31,25","R$ 31,25",/ps4-store-br/fernz-gate-game-39649/
Fire Pro Wrestling World,"R$ 207,90","R$ 62,37","R$ 62,37","R$ 207,90","R$ 62,37","R$ 62,37",/ps4-store-br/fire-pro-wrestling-world-game-39650/
Fire Pro Wrestling World Deluxe Edition,"R$ 373,90","R$ 112,17","R$ 112,17","R$ 373,90","R$ 112,17","R$ 112,17",/ps4-store-br/fire-pro-wrestling-world-deluxe-edition-game-39651/
Terra-média™: Sombras da Guerra™ Edição Definitiva,"R$ 261,90","R$ 78,57","R$ 65,47","R$ 261,90","R$ 39,99","R$ 39,99",/ps4-store-br/terra-media-sombras-da-guerra-edicao-definitiva-game-39662/
"Warhammer 40,000: Inquisitor - Martyr | Imperium edition","R$ 274,50","R$ 82,35","R$ 54,90","R$ 274,50","R$ 45,98","R$ 41,17",/ps4-store-br/warhammer-40000-inquisitor-martyr-imperium-edition-game-39672/
Track Lab,"R$ 79,90","R$ 31,96","R$ 31,96","R$ 79,90","R$ 31,96","R$ 31,96",/ps4-store-br/track-lab-game-39685/
Dead Cells,"R$ 103,90","R$ 72,73","R$ 72,73","R$ 103,90","R$ 51,95","R$ 51,95",/ps4-store-br/dead-cells-game-39701/
Chasm,"R$ 61,50","R$ 30,75","R$ 30,75","R$ 61,50","R$ 21,52","R$ 21,52",/ps4-store-br/chasm-game-39721/
Super Destronaut DX,"R$ 26,90","R$ 10,76","R$ 10,76","R$ 26,90","R$ 7,96","R$ 7,96",/ps4-store-br/super-destronaut-dx-game-39763/
MXGP PRO,"R$ 207,90","R$ 27,37","R$ 27,37","R$ 207,90","R$ 27,37","R$ 27,37",/ps4-store-br/mxgp-pro-game-39782/
Tour de France 2018,"R$ 104,90","R$ 20,98","R$ 20,98","R$ 104,90","R$ 20,98","R$ 20,98",/ps4-store-br/tour-de-france-2018-game-39799/
THE KING OF FIGHTERS™ COLLECTION: THE OROCHI SAGA,"R$ 62,50","R$ 15,62","R$ 15,62","R$ 62,50","R$ 15,62","R$ 15,62",/ps4-store-br/the-king-of-fighters-collection-the-orochi-saga-game-39809/
LEGO® Os Incríveis,"R$ 199,99","R$ 59,99","R$ 49,99","R$ 199,99","R$ 39,99","R$ 39,99",/ps4-store-br/lego-os-incriveis-game-39825/
Shadow Tactics: Game+Theme,"R$ 249,50","R$ 24,95","R$ 24,95","R$ 249,50","R$ 24,95","R$ 24,95",/ps4-store-br/shadow-tactics-gametheme-game-39827/
Shaq-Fu: A Legend Reborn,"R$ 83,50","R$ 33,40","R$ 33,40","R$ 83,50","R$ 20,87","R$ 20,87",/ps4-store-br/shaq-fu-a-legend-reborn-game-39864/
Vampyr,"R$ 219,90","R$ 49,87","R$ 49,87","R$ 219,90","R$ 43,98",Free,/ps4-store-br/vampyr-game-39866/
Yoku’s Island Express,"R$ 99,50","R$ 24,87","R$ 24,87","R$ 99,50","R$ 24,87","R$ 24,87",/ps4-store-br/yokus-island-express-game-39891/
PixelJunk™ Monsters 2,"R$ 79,90","R$ 15,98","R$ 15,98","R$ 79,90","R$ 11,98","R$ 11,98",/ps4-store-br/pixeljunk-monsters-2-game-39896/
PixelJunk™ Monsters 2 Deluxe Edition,"R$ 116,90","R$ 23,38","R$ 23,38","R$ 116,90","R$ 17,53","R$ 17,53",/ps4-store-br/pixeljunk-monsters-2-deluxe-edition-game-39897/
Euro Fishing: Ultimate Edition,"R$ 239,90","R$ 71,97","R$ 71,97","R$ 239,90","R$ 71,97","R$ 71,97",/ps4-store-br/euro-fishing-ultimate-edition-game-39898/
Space Hulk: Deathwing - Enhanced Edition,"R$ 179,90","R$ 37,37","R$ 37,37","R$ 179,90","R$ 35,98","R$ 35,98",/ps4-store-br/space-hulk-deathwing-enhanced-edition-game-39913/
Tennis World Tour,"R$ 299,90","R$ 29,99","R$ 29,99","R$ 299,90","R$ 29,99","R$ 29,99",/ps4-store-br/tennis-world-tour-game-39916/
Tennis World Tour - Legends Edition,"R$ 374,50","R$ 37,45","R$ 37,45","R$ 374,50","R$ 37,45","R$ 37,45",/ps4-store-br/tennis-world-tour-legends-edition-game-39917/
Call of Duty®: WWII - Edição Ouro,"R$ 319,90","R$ 105,56","R$ 105,56","R$ 319,90","R$ 82,46","R$ 82,46",/ps4-store-br/call-of-duty-wwii-edicao-ouro-game-39940/
InkSplosion,"R$ 26,90","R$ 8,07","R$ 8,07","R$ 26,90","R$ 5,97","R$ 5,97",/ps4-store-br/inksplosion-game-39947/
Raging Justice,"R$ 62,50","R$ 12,50","R$ 12,50","R$ 62,50","R$ 11,47","R$ 11,47",/ps4-store-br/raging-justice-game-39950/
Devious Dungeon,"R$ 42,90","R$ 17,16","R$ 17,16","R$ 42,90","R$ 11,72","R$ 11,72",/ps4-store-br/devious-dungeon-game-39973/
Assetto Corsa Ultimate Edition,"R$ 159,99","R$ 39,99","R$ 39,99","R$ 159,99","R$ 39,99","R$ 31,99",/ps4-store-br/assetto-corsa-ultimate-edition-game-39983/
Rick and Morty: Virtual Rick-ality,"R$ 104,50","R$ 62,70","R$ 62,70","R$ 104,50","R$ 41,80","R$ 41,80",/ps4-store-br/rick-and-morty-virtual-rick-ality-game-40006/
THE KING OF FIGHTERS ’97 GLOBAL MATCH,"R$ 62,50","R$ 12,50","R$ 12,50","R$ 62,50","R$ 12,50","R$ 12,50",/ps4-store-br/the-king-of-fighters-97-global-match-game-40021/
THE KING OF FIGHTERS™ ’98 ULTIMATE MATCH,"R$ 62,50","R$ 15,62","R$ 15,62","R$ 62,50","R$ 15,62","R$ 15,62",/ps4-store-br/the-king-of-fighters-98-ultimate-match-game-40051/
Warhammer Vermintide - The Ultimate Edition,"R$ 264,90","R$ 52,98","R$ 52,98","R$ 264,90","R$ 52,98","R$ 52,98",/ps4-store-br/warhammer-vermintide-the-ultimate-edition-game-40054/
Euro Fishing: Castle Edition,"R$ 133,90","R$ 40,17","R$ 40,17","R$ 133,90","R$ 31,17","R$ 31,17",/ps4-store-br/euro-fishing-castle-edition-game-40067/
The 25th Ward: The Silver Case,"R$ 149,50","R$ 59,80","R$ 59,80","R$ 149,50","R$ 37,47","R$ 37,47",/ps4-store-br/the-25th-ward-the-silver-case-game-40072/
The Raven Remastered,"R$ 119,90","R$ 23,98","R$ 23,98","R$ 119,90","R$ 23,98","R$ 23,98",/ps4-store-br/the-raven-remastered-game-40075/
TT Isle of Man: Ride on the Edge,"R$ 249,90","R$ 37,48","R$ 37,48","R$ 249,90","R$ 37,48","R$ 37,48",/ps4-store-br/tt-isle-of-man-ride-on-the-edge-game-40076/
Midnight Deluxe,"R$ 26,90","R$ 10,76","R$ 10,76","R$ 26,90","R$ 7,96","R$ 7,96",/ps4-store-br/midnight-deluxe-game-40089/
SWORD ART ONLINE: FATAL BULLET,"R$ 159,90","R$ 39,97","R$ 39,97","R$ 159,90","R$ 39,97","R$ 39,97",/ps4-store-br/sword-art-online-fatal-bullet-game-40122/
Suicide Guy,"R$ 42,90","R$ 12,87","R$ 12,87","R$ 42,90","R$ 12,87","R$ 8,58",/ps4-store-br/suicide-guy-game-40124/
Bleed Complete Bundle,"R$ 149,50","R$ 22,42","R$ 22,42","R$ 149,50","R$ 22,42","R$ 22,42",/ps4-store-br/bleed-complete-bundle-game-40129/
Premium Pool Arena,"R$ 41,50","R$ 8,30","R$ 8,30","R$ 41,50","R$ 8,30","R$ 8,30",/ps4-store-br/premium-pool-arena-game-40132/
Dragon Sinker,"R$ 79,90","R$ 39,95","R$ 39,95","R$ 79,90","R$ 18,75","R$ 18,75",/ps4-store-br/dragon-sinker-game-40165/
Marooners,"R$ 53,90","R$ 21,56","R$ 21,56","R$ 53,90","R$ 5,39","R$ 5,39",/ps4-store-br/marooners-game-40169/
SHADOW OF THE COLOSSUS,"R$ 71,50","R$ 46,47","R$ 46,47","R$ 71,50","R$ 35,75","R$ 35,75",/ps4-store-br/shadow-of-the-colossus-game-40170/
Railway Empire,"R$ 164,90","R$ 82,22","R$ 74,74","R$ 164,90","R$ 49,47","R$ 49,47",/ps4-store-br/railway-empire-game-40180/
LOST SPHEAR,"R$ 159,99","R$ 63,99","R$ 63,99","R$ 159,99","R$ 63,99","R$ 63,99",/ps4-store-br/lost-sphear-game-40193/
Digimon Story: Cyber Sleuth - Hacker’s Memory,"R$ 249,90","R$ 62,47","R$ 62,47","R$ 249,90","R$ 62,47","R$ 62,47",/ps4-store-br/digimon-story-cyber-sleuth-hackers-memory-game-40199/
One More Dungeon,"R$ 42,90","R$ 10,72","R$ 10,72","R$ 42,90","R$ 10,72","R$ 10,72",/ps4-store-br/one-more-dungeon-game-40263/
LocoRoco™ 2 Remastered,"R$ 45,90","R$ 22,95","R$ 22,95","R$ 45,90","R$ 22,95","R$ 22,95",/ps4-store-br/locoroco-2-remastered-game-40270/
Chaos on Deponia,"R$ 53,90","R$ 5,39","R$ 5,39","R$ 53,90","R$ 5,39","R$ 5,39",/ps4-store-br/chaos-on-deponia-game-40277/
Pinball FX2 VR,"R$ 79,90","R$ 27,96","R$ 27,96","R$ 79,90","R$ 25,00","R$ 25,00",/ps4-store-br/pinball-fx2-vr-game-40322/
Tumble VR,"R$ 53,90","R$ 26,95","R$ 26,95","R$ 53,90","R$ 20,75","R$ 20,75",/ps4-store-br/tumble-vr-game-40345/
Jak 3,"R$ 45,90","R$ 22,95","R$ 22,95","R$ 45,90","R$ 22,95","R$ 22,95",/ps4-store-br/jak-3-game-40355/
Jak II,"R$ 45,90","R$ 22,95","R$ 22,95","R$ 45,90","R$ 22,95","R$ 22,95",/ps4-store-br/jak-ii-game-40357/
Jak X: Combat Racing,"R$ 45,90","R$ 22,95","R$ 22,95","R$ 45,90","R$ 22,95","R$ 22,95",/ps4-store-br/jak-x-combat-racing-game-40358/
Outcast - Second Contact,"R$ 199,50","R$ 19,95","R$ 19,95","R$ 199,50","R$ 19,95","R$ 19,95",/ps4-store-br/outcast-second-contact-game-40359/
The Sims™ 4,"R$ 158,99","R$ 39,74","R$ 39,74","R$ 158,99","R$ 39,74","R$ 39,74",/ps4-store-br/the-sims-4-game-40373/
Agents of Mayhem - Total Mayhem Bundle,"R$ 149,50","R$ 29,90","R$ 29,90","R$ 149,50","R$ 24,98","R$ 24,98",/ps4-store-br/agents-of-mayhem-total-mayhem-bundle-game-40378/
Cat Quest,"R$ 53,90","R$ 10,78","R$ 10,78","R$ 53,90","R$ 10,78","R$ 10,78",/ps4-store-br/cat-quest-game-40380/
Need for Speed™ Payback,"R$ 118,99","R$ 47,59","R$ 47,59","R$ 118,99","R$ 29,74",Free,/ps4-store-br/need-for-speed-payback-game-40388/
Wheel of Fortune®,"R$ 83,50","R$ 33,40","R$ 33,40","R$ 83,50","R$ 33,40","R$ 33,40",/ps4-store-br/wheel-of-fortune-game-40408/
.hack//G.U. Last Recode,"R$ 199,90","R$ 39,98","R$ 39,98","R$ 199,90","R$ 39,98","R$ 39,98",/ps4-store-br/hackgu-last-recode-game-40410/
Stifled,"R$ 104,90","R$ 31,47","R$ 31,47","R$ 104,90","R$ 20,87","R$ 20,87",/ps4-store-br/stifled-game-40417/
AER - Memories of Old,"R$ 62,50","R$ 10,00","R$ 10,00","R$ 62,50","R$ 10,00","R$ 10,00",/ps4-store-br/aer-memories-of-old-game-40430/
Cyberdimension Neptunia: 4 Goddesses Online,"R$ 149,50","R$ 89,70","R$ 89,70","R$ 149,50","R$ 49,96","R$ 49,96",/ps4-store-br/cyberdimension-neptunia-4-goddesses-online-game-40434/
ChaosChild,"R$ 144,90","R$ 28,98","R$ 28,98","R$ 144,90","R$ 28,98","R$ 28,98",/ps4-store-br/chaoschild-game-40461/
Rogue Trooper Redux,"R$ 124,50","R$ 24,90","R$ 24,90","R$ 124,50","R$ 24,90","R$ 24,90",/ps4-store-br/rogue-trooper-redux-game-40467/
The Jackbox Party Pack 4,"R$ 133,90","R$ 66,95","R$ 60,25","R$ 133,90","R$ 46,14","R$ 46,14",/ps4-store-br/the-jackbox-party-pack-4-game-40470/
theHunter: Call of the Wild,"R$ 149,50","R$ 89,70","R$ 89,70","R$ 149,50","R$ 52,32","R$ 42,46",/ps4-store-br/thehunter-call-of-the-wild-game-40505/
SAMURAI SHODOWN V SPECIAL,"R$ 62,50","R$ 12,50","R$ 12,50","R$ 62,50","R$ 12,50","R$ 12,50",/ps4-store-br/samurai-shodown-v-special-game-40561/
Antiquia Lost,"R$ 62,50","R$ 31,25","R$ 31,25","R$ 62,50","R$ 31,25","R$ 31,25",/ps4-store-br/antiquia-lost-game-40570/
Last Day of June,"R$ 83,50","R$ 25,05","R$ 25,05","R$ 83,50","R$ 25,05","R$ 25,05",/ps4-store-br/last-day-of-june-game-40578/
ART OF FIGHTING ANTHOLOGY,"R$ 62,50","R$ 15,62","R$ 15,62","R$ 62,50","R$ 15,62","R$ 15,62",/ps4-store-br/art-of-fighting-anthology-game-40584/
Call of Duty®: Black Ops III - Edição Zombies Chronicles,"R$ 319,90","R$ 105,56","R$ 105,56","R$ 319,90","R$ 82,46","R$ 82,46",/ps4-store-br/call-of-duty-black-ops-iii-edicao-zombies-chronicles-game-40587/
Red Faction II,"R$ 79,90","R$ 19,97","R$ 19,97","R$ 79,90","R$ 19,97","R$ 19,97",/ps4-store-br/red-faction-ii-game-40596/
White Day: A Labyrinth Named School,"R$ 124,90","R$ 24,98","R$ 24,98","R$ 124,90","R$ 18,73","R$ 18,73",/ps4-store-br/white-day-a-labyrinth-named-school-game-40604/
Windjammers,"R$ 62,50","R$ 25,00","R$ 25,00","R$ 62,50","R$ 25,00","R$ 25,00",/ps4-store-br/windjammers-game-40605/
Duck Game,"R$ 69,90","R$ 20,97","R$ 20,97","R$ 69,90","R$ 20,48","R$ 20,48",/ps4-store-br/duck-game-game-40620/
Jak and Daxter: The Precursor Legacy™,"R$ 59,50","R$ 29,75","R$ 29,75","R$ 59,50","R$ 22,95","R$ 22,95",/ps4-store-br/jak-and-daxter-the-precursor-legacy-game-40621/
UNCHARTED: The Lost Legacy,"R$ 79,90","R$ 51,93","R$ 51,93","R$ 79,90","R$ 39,95","R$ 39,95",/ps4-store-br/uncharted-the-lost-legacy-game-40627/
Sudden Strike 4,"R$ 124,90","R$ 33,72","R$ 33,72","R$ 124,90","R$ 33,72","R$ 33,72",/ps4-store-br/sudden-strike-4-game-40640/
Hunting Simulator,"R$ 199,50","R$ 39,90","R$ 39,90","R$ 199,50","R$ 29,92","R$ 29,92",/ps4-store-br/hunting-simulator-game-40657/
Patapon™ Remastered,"R$ 45,90","R$ 22,95","R$ 22,95","R$ 45,90","R$ 21,57","R$ 21,57",/ps4-store-br/patapon-remastered-game-40662/
Titanfall™ 2: Edição Ultimate,"R$ 118,99","R$ 23,79","R$ 23,79","R$ 118,99","R$ 17,84","R$ 17,84",/ps4-store-br/titanfall-2-edicao-ultimate-game-40664/
Aven Colony,"R$ 149,50","R$ 44,85","R$ 44,85","R$ 149,50","R$ 44,85","R$ 44,85",/ps4-store-br/aven-colony-game-40669/
Constructor,"R$ 199,50","R$ 39,90","R$ 39,90","R$ 199,50","R$ 39,90","R$ 39,90",/ps4-store-br/constructor-game-40671/
Infinite Minigolf,"R$ 79,90","R$ 19,97","R$ 19,97","R$ 79,90","R$ 19,97","R$ 19,97",/ps4-store-br/infinite-minigolf-game-40672/
Euro Fishing: Urban Edition,"R$ 133,90","R$ 40,17","R$ 40,17","R$ 133,90","R$ 31,17","R$ 31,17",/ps4-store-br/euro-fishing-urban-edition-game-40679/
SpeedRunners,"R$ 41,50","R$ 10,37","R$ 10,37","R$ 41,50","R$ 10,37","R$ 10,37",/ps4-store-br/speedrunners-game-40708/
SpeedRunners Deluxe Bundle,"R$ 89,90","R$ 22,47","R$ 22,47","R$ 89,90","R$ 21,27","R$ 21,27",/ps4-store-br/speedrunners-deluxe-bundle-game-40709/
Elite Dangerous,"R$ 149,50","R$ 59,80","R$ 59,80","R$ 149,50","R$ 44,85","R$ 43,71",/ps4-store-br/elite-dangerous-game-40724/
WipEout Omega Collection,"R$ 79,90","R$ 55,93","R$ 55,93","R$ 79,90","R$ 39,95","R$ 39,95",/ps4-store-br/wipeout-omega-collection-game-40769/
Portal Knights,"R$ 99,50","R$ 39,80","R$ 39,80","R$ 99,50","R$ 33,40","R$ 33,40",/ps4-store-br/portal-knights-game-40770/
Friday the 13th: The Game,"R$ 83,50","R$ 24,58","R$ 24,58","R$ 83,50","R$ 20,87","R$ 20,87",/ps4-store-br/friday-the-13th-the-game-game-40784/
Dreamfall Chapters,"R$ 104,90","R$ 36,71","R$ 36,71","R$ 104,90","R$ 33,40","R$ 33,40",/ps4-store-br/dreamfall-chapters-game-40816/
LocoRoco™ Remastered,"R$ 45,90","R$ 22,95","R$ 22,95","R$ 45,90","R$ 22,95","R$ 22,95",/ps4-store-br/locoroco-remastered-game-40828/
Little Nightmares,"R$ 80,00","R$ 20,00","R$ 20,00","R$ 80,00","R$ 16,00","R$ 16,00",/ps4-store-br/little-nightmares-game-40841/
DRAGON QUEST HEROES II™ Edição do Explorador,"R$ 249,99","R$ 124,99","R$ 124,99","R$ 249,99","R$ 124,99","R$ 124,99",/ps4-store-br/dragon-quest-heroes-ii-edicao-do-explorador-game-40845/
The Silver Case,"R$ 99,50","R$ 39,80","R$ 39,80","R$ 99,50","R$ 20,87","R$ 20,87",/ps4-store-br/the-silver-case-game-40861/
Wonder Boy: The Dragon’s Trap,"R$ 104,90","R$ 41,96","R$ 41,96","R$ 104,90","R$ 33,40","R$ 33,40",/ps4-store-br/wonder-boy-the-dragons-trap-game-40862/
Bulletstorm: Full Clip Edition,"R$ 199,50","R$ 29,92","R$ 29,92","R$ 199,50","R$ 29,92","R$ 29,92",/ps4-store-br/bulletstorm-full-clip-edition-game-40873/
PaRappa The Rapper™ Remastered,"R$ 45,90","R$ 22,95","R$ 22,95","R$ 45,90","R$ 21,57","R$ 21,57",/ps4-store-br/parappa-the-rapper-remastered-game-40878/
Vikings - Wolves of Midgard,"R$ 199,50","R$ 39,90","R$ 39,90","R$ 199,50","R$ 39,90","R$ 39,90",/ps4-store-br/vikings-wolves-of-midgard-game-40900/
FATAL FURY™ BATTLE ARCHIVES VOL.2,"R$ 62,50","R$ 15,62","R$ 15,62","R$ 62,50","R$ 15,62","R$ 15,62",/ps4-store-br/fatal-fury-battle-archives-vol2-game-40901/
This is the Police,"R$ 104,90","R$ 20,98","R$ 20,98","R$ 104,90","R$ 20,87","R$ 20,87",/ps4-store-br/this-is-the-police-game-40906/
Touhou Genso Wanderer,"R$ 149,50","R$ 74,75","R$ 74,75","R$ 149,50","R$ 41,21","R$ 37,46",/ps4-store-br/touhou-genso-wanderer-game-40918/
2Dark,"R$ 124,90","R$ 24,98","R$ 24,98","R$ 124,90","R$ 24,98","R$ 24,97",/ps4-store-br/2dark-game-40933/
Ys Origin,"R$ 83,50","R$ 33,40","R$ 33,40","R$ 83,50","R$ 33,40","R$ 33,40",/ps4-store-br/ys-origin-game-40943/
