Title,Original Price,Promotional Price,Psplus Price,url_games
Skyrim Special Edition + Fallout 4 G.O.T.Y. Bundle,"R$ 399,99","R$ 147,99","R$ 147,99",/ps4-store-br/skyrim-special-edition-fallout-4-goty-bundle-game-39952/
Killing Floor: Incursion,"R$ 399,99","R$ 39,80","R$ 39,80",/ps4-store-br/killing-floor-incursion-game-39963/
God of War Digital Deluxe Edition,"R$ 399,99","R$ 80,33","R$ 80,33",/ps4-store-br/god-of-war-digital-deluxe-edition-game-39986/
Extinction,"R$ 399,99","R$ 18,73","R$ 18,73",/ps4-store-br/extinction-game-40000/
Extinction: Deluxe Edition,"R$ 399,99","R$ 29,92","R$ 29,92",/ps4-store-br/extinction-deluxe-edition-game-40001/
The Witch and the Hundred Knight 2,"R$ 399,99","R$ 83,16","R$ 83,16",/ps4-store-br/the-witch-and-the-hundred-knight-2-game-40034/
Ni no Kuni™ II: REVENANT KINGDOM,"R$ 399,99","R$ 44,98","R$ 44,98",/ps4-store-br/ni-no-kuni-ii-revenant-kingdom-game-40036/
Titan Quest,"R$ 399,99","R$ 52,32","R$ 52,32",/ps4-store-br/titan-quest-game-40052/
Burnout™ Paradise Remastered,"R$ 399,99","R$ 53,54","R$ 53,54",/ps4-store-br/burnout-paradise-remastered-game-40056/
Devil May Cry HD Collection and 4SE Bundle,"R$ 399,99","R$ 82,23","R$ 82,23",/ps4-store-br/devil-may-cry-hd-collection-and-4se-bundle-game-40066/
Frantics,"R$ 399,99","R$ 52,45","R$ 52,45",/ps4-store-br/frantics-game-40086/
Gravel,"R$ 399,99","R$ 18,73","R$ 18,73",/ps4-store-br/gravel-game-40102/
Konrad’s Kittens,"R$ 399,99","R$ 38,70","R$ 38,70",/ps4-store-br/konrads-kittens-game-40120/
SYMMETRY,"R$ 399,99","R$ 18,98","R$ 4,74",/ps4-store-br/symmetry-game-40133/
Xenon Valkyrie+,"R$ 53,90","R$ 10,78","R$ 5,39",/ps4-store-br/xenon-valkyrie-game-40136/
Sprint Vector,"R$ 53,90","R$ 47,97","R$ 47,97",/ps4-store-br/sprint-vector-game-40151/
Raw Data,"R$ 53,90","R$ 53,72","R$ 53,72",/ps4-store-br/raw-data-game-40155/
Aegis Defenders,"R$ 53,90","R$ 26,22","R$ 26,22",/ps4-store-br/aegis-defenders-game-40157/
DRAGON BALL FIGHTERZ - FighterZ Edition,"R$ 53,90","R$ 59,98","R$ 59,98",/ps4-store-br/dragon-ball-fighterz-fighterz-edition-game-40184/
SONIC FORCES Edição Digital Standard,"R$ 53,90","R$ 39,95","R$ 39,95",/ps4-store-br/sonic-forces-edicao-digital-standard-game-40190/
Kerbal Space Program Enhanced Edition,"R$ 53,90","R$ 53,72","R$ 53,72",/ps4-store-br/kerbal-space-program-enhanced-edition-game-40207/
Grand Theft Auto V: Edição Premium,"R$ 53,90","R$ 57,45","R$ 57,45",/ps4-store-br/grand-theft-auto-v-edicao-premium-game-40237/
Vegas Party,"R$ 53,90","R$ 19,35","R$ 16,12",/ps4-store-br/vegas-party-game-40268/
Dead Rising 4: Frank’s Big Package,"R$ 53,90","R$ 37,49","R$ 37,49",/ps4-store-br/dead-rising-4-franks-big-package-game-40282/
Arizona Sunshine®,"R$ 53,90","R$ 64,47","R$ 64,47",/ps4-store-br/arizona-sunshine-game-40296/
DOOM VFR,"R$ 53,90","R$ 37,47","R$ 37,47",/ps4-store-br/doom-vfr-game-40302/
Loading Human - Chapter 1,"R$ 53,90","R$ 19,49","R$ 19,49",/ps4-store-br/loading-human-chapter-1-game-40316/
The Count Lucanor,"R$ 53,90","R$ 23,97","R$ 23,97",/ps4-store-br/the-count-lucanor-game-40369/
The Sims™ 4 Edição Festa Deluxe,"R$ 53,90","R$ 49,74","R$ 49,74",/ps4-store-br/the-sims-4-edicao-festa-deluxe-game-40374/
Demon Gaze II,"R$ 53,90","R$ 49,87","R$ 49,87",/ps4-store-br/demon-gaze-ii-game-40381/
LEGO® Marvel Super Heroes 2,"R$ 53,90","R$ 19,99","R$ 19,99",/ps4-store-br/lego-marvel-super-heroes-2-game-40384/
Road Rage,"R$ 53,90","R$ 15,73","R$ 15,73",/ps4-store-br/road-rage-game-40387/
Need for Speed™ Payback - Deluxe Edition,"R$ 53,90","R$ 79,49","R$ 71,54",/ps4-store-br/need-for-speed-payback-deluxe-edition-game-40389/
Wuppo - Deluxe Edition,"R$ 53,90","R$ 15,99","R$ 15,99",/ps4-store-br/wuppo-deluxe-edition-game-40391/
Wuppo - Super Deluxe Edition,"R$ 53,90","R$ 17,99","R$ 17,99",/ps4-store-br/wuppo-super-deluxe-edition-game-40392/
Assassin’s Creed® Origins Gold Edition,"R$ 53,90","R$ 59,98","R$ 59,98",/ps4-store-br/assassins-creed-origins-gold-edition-game-40424/
Hidden Agenda,"R$ 53,90","R$ 23,94","R$ 23,94",/ps4-store-br/hidden-agenda-game-40436/
Knowledge is Power,"R$ 53,90","R$ 29,70","R$ 29,70",/ps4-store-br/knowledge-is-power-game-40437/
Rapala Fishing: Pro Series,"R$ 53,90","R$ 24,87","R$ 24,87",/ps4-store-br/rapala-fishing-pro-series-game-40440/
Yomawari: Midnight Shadows,"R$ 53,90","R$ 39,80","R$ 39,80",/ps4-store-br/yomawari-midnight-shadows-game-40446/
The Metronomicon: Slay the Dance Floor - Deluxe,"R$ 53,90","R$ 40,17","R$ 26,78",/ps4-store-br/the-metronomicon-slay-the-dance-floor-deluxe-game-40454/
ELEX,"R$ 53,90","R$ 49,99","R$ 49,99",/ps4-store-br/elex-game-40463/
Gran Turismo Sport,"R$ 53,90","R$ 39,99","R$ 39,99",/ps4-store-br/gran-turismo-sport-game-40464/
ARK: Survival Evolved Explorer’s Edition,"R$ 53,90","R$ 93,47","R$ 93,47",/ps4-store-br/ark-survival-evolved-explorers-edition-game-40497/
Fallout 4: Game of the Year Edition,"R$ 53,90","R$ 82,46","R$ 82,46",/ps4-store-br/fallout-4-game-of-the-year-edition-game-40515/
Blackguards 2,"R$ 53,90","R$ 24,87","R$ 24,87",/ps4-store-br/blackguards-2-game-40533/
Marvel vs. Capcom: Infinite - Standard Edition,"R$ 53,90","R$ 44,99","R$ 44,99",/ps4-store-br/marvel-vs-capcom-infinite-standard-edition-game-40541/
Baja: Edge of Control HD,"R$ 53,90","R$ 29,97","R$ 29,97",/ps4-store-br/baja-edge-of-control-hd-game-40556/
Planet of the Eyes,"R$ 53,90","R$ 8,30","R$ 8,30",/ps4-store-br/planet-of-the-eyes-game-40560/
Ys VIII: Lacrimosa of DANA,"R$ 53,90","R$ 82,46","R$ 82,46",/ps4-store-br/ys-viii-lacrimosa-of-dana-game-40565/
Dead Alliance™,"R$ 53,90","R$ 22,49","R$ 22,49",/ps4-store-br/dead-alliance-game-40589/
Dead Alliance™: Multiplayer Edition,"R$ 53,90","R$ 15,73","R$ 15,73",/ps4-store-br/dead-alliance-multiplayer-edition-game-40590/
RESIDENT EVIL REVELATIONS,"R$ 53,90","R$ 51,99","R$ 51,99",/ps4-store-br/resident-evil-revelations-game-40598/
The Metronomicon: Slay the Dance Floor,"R$ 53,90","R$ 31,47","R$ 20,98",/ps4-store-br/the-metronomicon-slay-the-dance-floor-game-40603/
Agents of Mayhem,"R$ 53,90","R$ 14,92","R$ 14,92",/ps4-store-br/agents-of-mayhem-game-40632/
Sonic Mania,"R$ 53,90","R$ 32,99","R$ 32,99",/ps4-store-br/sonic-mania-game-40639/
Mega Man Legacy Collection 1 and 2 Combo Pack,"R$ 53,90","R$ 79,99","R$ 79,99",/ps4-store-br/mega-man-legacy-collection-1-and-2-combo-pack-game-40653/
Sine Mora EX,"R$ 53,90","R$ 23,97","R$ 15,98",/ps4-store-br/sine-mora-ex-game-40655/
Demetrios - The BIG Cynical Adventure,"R$ 53,90","R$ 10,78","R$ 5,39",/ps4-store-br/demetrios-the-big-cynical-adventure-game-40658/
Sundered®: Eldritch Edition,"R$ 53,90","R$ 15,37","R$ 12,29",/ps4-store-br/sundered-eldritch-edition-game-40666/
That’s You!,"R$ 53,90","R$ 23,94","R$ 23,94",/ps4-store-br/thats-you-game-40710/
Crash Bandicoot™ N. Sane Trilogy,"R$ 53,90","R$ 89,75","R$ 89,75",/ps4-store-br/crash-bandicoot-n-sane-trilogy-game-40714/
Pacote Familiar EA,"R$ 53,90","R$ 29,92","R$ 19,94",/ps4-store-br/pacote-familiar-ea-game-40716/
ARK: Survival Evolved,"R$ 53,90","R$ 41,58","R$ 41,58",/ps4-store-br/ark-survival-evolved-game-40754/
DiRT 4,"R$ 53,90","R$ 24,87","R$ 24,87",/ps4-store-br/dirt-4-game-40758/
The Elder Scrolls Online,"R$ 53,90","R$ 33,40","R$ 33,40",/ps4-store-br/the-elder-scrolls-online-game-40765/
TEKKEN 7,"R$ 53,90","R$ 41,58","R$ 41,58",/ps4-store-br/tekken-7-game-40772/
Injustice™ 2,"R$ 53,90","R$ 29,97","R$ 29,97",/ps4-store-br/injustice-2-game-40809/
Tango Fiesta,"R$ 53,90","R$ 16,17","R$ 16,17",/ps4-store-br/tango-fiesta-game-40813/
The Surge,"R$ 53,90","R$ 24,87","R$ 24,87",/ps4-store-br/the-surge-game-40814/
Birthdays the Beginning,"R$ 53,90","R$ 69,82","R$ 69,82",/ps4-store-br/birthdays-the-beginning-game-40818/
Resident Evil™ Code: Veronica X,"R$ 53,90","R$ 39,95","R$ 39,95",/ps4-store-br/resident-evil-code-veronica-x-game-40830/
Darksiders: Fury’s Collection - War and Death,"R$ 53,90","R$ 32,98","R$ 32,98",/ps4-store-br/darksiders-furys-collection-war-and-death-game-40836/
Euro Fishing,"R$ 53,90","R$ 26,22","R$ 26,22",/ps4-store-br/euro-fishing-game-40867/
Troll and I™,"R$ 53,90","R$ 18,73","R$ 18,73",/ps4-store-br/troll-and-i-game-40920/
Gem Smashers,"R$ 53,90","R$ 9,57","R$ 7,97",/ps4-store-br/gem-smashers-game-40938/
Sublevel Zero - Redux,"R$ 53,90","R$ 31,47","R$ 31,47",/ps4-store-br/sublevel-zero-redux-game-40941/
Ride 2,"R$ 53,90","R$ 14,95","R$ 14,95",/ps4-store-br/ride-2-game-40974/
Sniper Elite 4,"R$ 53,90","R$ 31,99","R$ 31,99",/ps4-store-br/sniper-elite-4-game-40976/
Sniper Elite 4 Deluxe Edition,"R$ 53,90","R$ 37,39","R$ 37,39",/ps4-store-br/sniper-elite-4-deluxe-edition-game-40977/
VR Ping Pong,"R$ 53,90","R$ 23,97","R$ 23,97",/ps4-store-br/vr-ping-pong-game-40985/
NARUTO SHIPPUDEN™: Ultimate Ninja® STORM 4 ROAD TO BORUTO,"R$ 53,90","R$ 62,37","R$ 62,37",/ps4-store-br/naruto-shippuden-ultimate-ninja-storm-4-road-to-boruto-game-40989/
Valentino Rossi The Game Compact,"R$ 53,90","R$ 10,78","R$ 10,78",/ps4-store-br/valentino-rossi-the-game-compact-game-40998/
RESIDENT EVIL 7 biohazard,"R$ 53,90","R$ 49,75","R$ 49,75",/ps4-store-br/resident-evil-7-biohazard-game-41006/
TALES OF BERSERIA,"R$ 53,90","R$ 41,75","R$ 41,75",/ps4-store-br/tales-of-berseria-game-41008/
2064: Read Only Memories,"R$ 53,90","R$ 41,96","R$ 20,98",/ps4-store-br/2064-read-only-memories-game-41011/
Darksiders Warmastered Edition,"R$ 53,90","R$ 19,90","R$ 19,90",/ps4-store-br/darksiders-warmastered-edition-game-41080/
Killing Floor 2,"R$ 53,90","R$ 37,37","R$ 37,37",/ps4-store-br/killing-floor-2-game-41084/
Watch Dogs 2 - Gold Edition,"R$ 53,90","R$ 47,99","R$ 47,99",/ps4-store-br/watch-dogs-2-gold-edition-game-41094/
Cartoon Network: Battle Crashers,"R$ 53,90","R$ 24,87","R$ 24,87",/ps4-store-br/cartoon-network-battle-crashers-game-41100/
DRAGON BALL XENOVERSE Super Bundle,"R$ 53,90","R$ 67,92","R$ 67,92",/ps4-store-br/dragon-ball-xenoverse-super-bundle-game-41114/
The Elder Scrolls V: Skyrim Special Edition,"R$ 53,90","R$ 52,80","R$ 52,80",/ps4-store-br/the-elder-scrolls-v-skyrim-special-edition-game-41116/
Big Buck Hunter Arcade,"R$ 53,90","R$ 24,87","R$ 24,87",/ps4-store-br/big-buck-hunter-arcade-game-41119/
Battlefield™ 1,"R$ 53,90","R$ 23,69","R$ 23,69",/ps4-store-br/battlefield-1-game-41135/
HoPiKo,"R$ 53,90","R$ 11,25","R$ 11,25",/ps4-store-br/hopiko-game-41142/
O Pacote Jackbox Party 3,"R$ 53,90","R$ 73,64","R$ 73,64",/ps4-store-br/o-pacote-jackbox-party-3-game-41145/
Valentino Rossi The Game,"R$ 53,90","R$ 24,87","R$ 24,87",/ps4-store-br/valentino-rossi-the-game-game-41152/
Virginia – Pacote de Edição Especial,"R$ 53,90","R$ 17,85","R$ 17,85",/ps4-store-br/virginia-pacote-de-edicao-especial-game-41178/
BioShock: The Collection,"R$ 53,90","R$ 41,58","R$ 41,58",/ps4-store-br/bioshock-the-collection-game-41208/
Don’t Starve Together: Console Edition,"R$ 53,90","R$ 25,00","R$ 25,00",/ps4-store-br/dont-starve-together-console-edition-game-41214/
Jotun: Valhalla Edition,"R$ 53,90","R$ 11,47","R$ 9,17",/ps4-store-br/jotun-valhalla-edition-game-41224/
Livelock,"R$ 53,90","R$ 26,95","R$ 26,95",/ps4-store-br/livelock-game-41236/
resident evil 4,"R$ 53,90","R$ 59,99","R$ 59,99",/ps4-store-br/resident-evil-4-game-41238/
The Witcher 3: Wild Hunt – Complete Edition,"R$ 53,90","R$ 41,58","R$ 41,58",/ps4-store-br/the-witcher-3-wild-hunt-complete-edition-game-41242/
No Man’s Sky,"R$ 53,90","R$ 149,95","R$ 149,95",/ps4-store-br/no-mans-sky-game-41267/
Cast of the Seven Godsends – Redux ,"R$ 53,90","R$ 11,25","R$ 11,25",/ps4-store-br/cast-of-the-seven-godsends-redux-game-41295/
LEGO® Star Wars™: LEGO® Star Wars™: The Force Awakens de Luxo,"R$ 53,90","R$ 25,98","R$ 25,98",/ps4-store-br/lego-star-wars-lego-star-wars-the-force-awakens-de-luxo-game-41311/
Heart&Slash,"R$ 53,90","R$ 31,47","R$ 26,22",/ps4-store-br/heartslash-game-41328/
RESIDENT EVIL 5,"R$ 53,90","R$ 59,99","R$ 59,99",/ps4-store-br/resident-evil-5-game-41333/
Grand Kingdom,"R$ 53,90","R$ 24,98","R$ 24,98",/ps4-store-br/grand-kingdom-game-41344/
Umbrella Corps,"R$ 53,90","R$ 20,87","R$ 20,87",/ps4-store-br/umbrella-corps-game-41348/
Umbrella Corps Deluxe Edition,"R$ 53,90","R$ 25,97","R$ 25,97",/ps4-store-br/umbrella-corps-deluxe-edition-game-41349/
DOOM,"R$ 53,90","R$ 35,75","R$ 35,75",/ps4-store-br/doom-game-41410/
UNCHARTED 4: A Thief’s End,"R$ 53,90","R$ 39,95","R$ 39,95",/ps4-store-br/uncharted-4-a-thiefs-end-game-41412/
"Invisible, Inc. Console Edition","R$ 53,90","R$ 26,22","R$ 26,22",/ps4-store-br/invisible-inc-console-edition-game-41446/
Lichdom: Battlemage,"R$ 53,90","R$ 8,08","R$ 8,08",/ps4-store-br/lichdom-battlemage-game-41448/
DARK SOULS™ III,"R$ 53,90","R$ 62,49","R$ 62,49",/ps4-store-br/dark-souls-iii-game-41453/
DiRT Rally,"R$ 53,90","R$ 24,87","R$ 24,87",/ps4-store-br/dirt-rally-game-41461/
Resident Evil 6,"R$ 53,90","R$ 39,80","R$ 39,80",/ps4-store-br/resident-evil-6-game-41477/
Sébastien Loeb Rally EVO,"R$ 53,90","R$ 19,90","R$ 19,90",/ps4-store-br/sebastien-loeb-rally-evo-game-41486/
Sheltered,"R$ 53,90","R$ 19,97","R$ 19,97",/ps4-store-br/sheltered-game-41496/
BEB: Super Mega Bundle,"R$ 53,90","R$ 20,98","R$ 10,49",/ps4-store-br/beb-super-mega-bundle-game-41503/
Blast ’Em Bunnies,"R$ 26,90","R$ 5,38","R$ 2,69",/ps4-store-br/blast-em-bunnies-game-41504/
Kholat,"R$ 26,90","R$ 26,22","R$ 15,73",/ps4-store-br/kholat-game-41506/
Heavy Rain,"R$ 26,90","R$ 39,99","R$ 34,99",/ps4-store-br/heavy-rain-game-41511/
Mortal Kombat XL,"R$ 26,90","R$ 35,99","R$ 35,99",/ps4-store-br/mortal-kombat-xl-game-41514/
The Witch and the Hundred Knight: Revival Edition,"R$ 26,90","R$ 41,21","R$ 41,21",/ps4-store-br/the-witch-and-the-hundred-knight-revival-edition-game-41519/
Atualização de Rainbow Moon para PS4™,"R$ 26,90","R$ 16,20","R$ 16,20",/ps4-store-br/atualizacao-de-rainbow-moon-para-ps4-game-41535/
Rainbow Moon,"R$ 26,90","R$ 15,98","R$ 15,98",/ps4-store-br/rainbow-moon-game-41539/
Randal’s Monday,"R$ 26,90","R$ 22,47","R$ 22,47",/ps4-store-br/randals-monday-game-41540/
Street Fighter™ V,"R$ 26,90","R$ 28,60","R$ 28,60",/ps4-store-br/street-fighter-v-game-41541/
NARUTO SHIPPUDEN™: Ultimate Ninja® STORM 4,"R$ 26,90","R$ 37,49","R$ 37,49",/ps4-store-br/naruto-shippuden-ultimate-ninja-storm-4-game-41556/
Albedo: Eyes From Outer Space,"R$ 26,90","R$ 23,97","R$ 23,97",/ps4-store-br/albedo-eyes-from-outer-space-game-41558/
LEGO® Marvel’s Avengers Edição de Luxo,"R$ 26,90","R$ 49,99","R$ 49,99",/ps4-store-br/lego-marvels-avengers-edicao-de-luxo-game-41567/
Resident Evil 0,"R$ 26,90","R$ 20,87","R$ 20,87",/ps4-store-br/resident-evil-0-game-41577/
Earth Defense Force 4.1: The Shadow of New Despair,"R$ 26,90","R$ 41,75","R$ 41,75",/ps4-store-br/earth-defense-force-41-the-shadow-of-new-despair-game-41601/
BEYOND: Two Souls™,"R$ 26,90","R$ 39,99","R$ 34,99",/ps4-store-br/beyond-two-souls-game-41625/
Resident Evil Revelations 2 Edição de Luxo,"R$ 26,90","R$ 51,99","R$ 51,99",/ps4-store-br/resident-evil-revelations-2-edicao-de-luxo-game-41629/
Bloodborne™ Complete Edition Bundle,"R$ 26,90","R$ 53,96","R$ 53,96",/ps4-store-br/bloodborne-complete-edition-bundle-game-41638/
Darksiders II Deathinitive Edition,"R$ 26,90","R$ 34,38","R$ 26,90",/ps4-store-br/darksiders-ii-deathinitive-edition-game-41648/
MX vs. ATV Supercross Encore,"R$ 26,90","R$ 37,37","R$ 37,37",/ps4-store-br/mx-vs-atv-supercross-encore-game-41655/
Goosebumps: The Game,"R$ 26,90","R$ 19,97","R$ 19,97",/ps4-store-br/goosebumps-the-game-game-41671/
DISGAEA 5: ALLIANCE OF VENGEANCE,"R$ 26,90","R$ 74,75","R$ 74,75",/ps4-store-br/disgaea-5-alliance-of-vengeance-game-41680/
Xeodrifter,"R$ 26,90","R$ 10,78","R$ 10,78",/ps4-store-br/xeodrifter-game-41723/
God of War III Remastered,"R$ 26,90","R$ 49,99","R$ 49,99",/ps4-store-br/god-of-war-iii-remastered-game-41787/
Whispering Willows,"R$ 26,90","R$ 20,07","R$ 13,38",/ps4-store-br/whispering-willows-game-41800/
Resident Evil,"R$ 26,90","R$ 20,87","R$ 20,87",/ps4-store-br/resident-evil-game-41924/
Terraria: PS4™ Edition,"R$ 26,90","R$ 68,45","R$ 68,45",/ps4-store-br/terraria-ps4-edition-game-41972/
Battlefield 4™ Premium Edition,"R$ 26,90","R$ 31,79","R$ 31,79",/ps4-store-br/battlefield-4-premium-edition-game-41987/
Flockers,"R$ 26,90","R$ 20,08","R$ 20,08",/ps4-store-br/flockers-game-42016/
Metro 2033 Redux,"R$ 26,90","R$ 20,98","R$ 20,98",/ps4-store-br/metro-2033-redux-game-42022/
Plants vs. Zombies™ Garden Warfare,"R$ 26,90","R$ 29,85","R$ 29,85",/ps4-store-br/plants-vs-zombies-garden-warfare-game-42029/
The Last Of Us™ Remastered ,"R$ 26,90","R$ 39,95","R$ 39,95",/ps4-store-br/the-last-of-us-remastered-game-42040/
Don’t Starve: Console Edition,"R$ 26,90","R$ 19,97","R$ 19,97",/ps4-store-br/dont-starve-console-edition-game-42100/
LEGO® Marvel™ Super Heroes,"R$ 26,90","R$ 19,99","R$ 19,99",/ps4-store-br/lego-marvel-super-heroes-game-42124/
Wreckfest - Complete Edition,"R$ 26,90","R$ 172,18","R$ 172,18",/ps4-store-br/wreckfest-complete-edition-game-61847/
Blaster Master Zero,"R$ 26,90","R$ 20,75","R$ 20,75",/ps4-store-br/blaster-master-zero-game-57619/
Outbreak: Lost Hope,"R$ 26,90","R$ 34,95","R$ 27,96",/ps4-store-br/outbreak-lost-hope-game-63150/
MotoGP™20,"R$ 26,90","R$ 51,97","R$ 41,57",/ps4-store-br/motogp20-game-55170/
SnowRunner - Premium Edition,"R$ 26,90","R$ 173,94","R$ 173,94",/ps4-store-br/snowrunner-premium-edition-game-55409/
The Surge 1 and 2 - Dual Pack,"R$ 26,90","R$ 108,76","R$ 108,76",/ps4-store-br/the-surge-1-and-2-dual-pack-game-55642/
"Conan Exiles – Complete Edition, maio de 2020","R$ 26,90","R$ 451,15","R$ 451,15",/ps4-store-br/conan-exiles-complete-edition-maio-de-2020-game-55737/
Sakura Wars Digital Deluxe Edition,"R$ 26,90","R$ 166,45","R$ 166,45",/ps4-store-br/sakura-wars-digital-deluxe-edition-game-55837/
Utawarerumono: Prelude to the Fallen,"R$ 26,90","R$ 149,94","R$ 149,94",/ps4-store-br/utawarerumono-prelude-to-the-fallen-game-56314/
The Jackbox Party Trilogy 2.0,"R$ 26,90","R$ 255,43","R$ 255,43",/ps4-store-br/the-jackbox-party-trilogy-20-game-56894/
Kingdoms of Amalur: Re-Reckoning,"R$ 26,90","R$ 119,70","R$ 119,70",/ps4-store-br/kingdoms-of-amalur-re-reckoning-game-61359/
Takotan,"R$ 26,90","R$ 26,95","R$ 26,95",/ps4-store-br/takotan-game-61432/
13 Sentinels: Aegis Rim,"R$ 26,90","R$ 179,94","R$ 179,94",/ps4-store-br/13-sentinels-aegis-rim-game-59716/
The Last of Us Part II,"R$ 26,90","R$ 139,95","R$ 139,95",/ps4-store-br/the-last-of-us-part-ii-game-57212/
The Last of Us Part II Digital Deluxe Edition,"R$ 26,90","R$ 219,16","R$ 219,16",/ps4-store-br/the-last-of-us-part-ii-digital-deluxe-edition-game-57213/
Dance Collider,"R$ 26,90","R$ 52,45","R$ 41,96",/ps4-store-br/dance-collider-game-58037/
The Elder Scrolls Online: Greymoor,"R$ 26,90","R$ 82,33","R$ 82,33",/ps4-store-br/the-elder-scrolls-online-greymoor-game-57463/
The Elder Scrolls Online: Greymoor Collector’s Edition,"R$ 26,90","R$ 109,85","R$ 109,85",/ps4-store-br/the-elder-scrolls-online-greymoor-collectors-edition-game-57464/
F1 2020 - Deluxe Schumacher Edition,"R$ 26,90","R$ 86,97","R$ 86,97",/ps4-store-br/f1-2020-deluxe-schumacher-edition-game-57561/
Blaster Master Zero 2,"R$ 26,90","R$ 20,75","R$ 20,75",/ps4-store-br/blaster-master-zero-2-game-57620/
Edição Deluxe de Captain Tsubasa: Rise of New Champions,"R$ 26,90","R$ 211,74","R$ 211,74",/ps4-store-br/edicao-deluxe-de-captain-tsubasa-rise-of-new-champions-game-58912/
Robozarro,"R$ 37,50","R$ 15,00","R$ 15,00",/ps4-store-br/robozarro-game-57904/
Captain Tsubasa: Rise of New Champions,"R$ 37,50","R$ 149,95","R$ 149,95",/ps4-store-br/captain-tsubasa-rise-of-new-champions-game-58911/
FAIRY TAIL,"R$ 37,50","R$ 174,93","R$ 174,93",/ps4-store-br/fairy-tail-game-59977/
void TRRLM(); //Void Terrarium,"R$ 37,50","R$ 62,34","R$ 62,34",/ps4-store-br/void-trrlm-void-terrarium-game-58303/
"Warhammer 40,000: Mechanicus","R$ 37,50","R$ 99,75","R$ 99,75",/ps4-store-br/warhammer-40000-mechanicus-game-58557/
Ghost of Tsushima,"R$ 37,50","R$ 200,93","R$ 200,93",/ps4-store-br/ghost-of-tsushima-game-58558/
Trine: Ultimate Collection,"R$ 37,50","R$ 62,37","R$ 62,37",/ps4-store-br/trine-ultimate-collection-game-58574/
DASHBALL,"R$ 37,50","R$ 18,75","R$ 16,87",/ps4-store-br/dashball-game-58603/
Rock of Ages 3: Make and Break,"R$ 37,50","R$ 49,33","R$ 49,33",/ps4-store-br/rock-of-ages-3-make-and-break-game-58663/
Remnant: From the Ashes – Complete Edition,"R$ 37,50","R$ 158,94","R$ 158,94",/ps4-store-br/remnant-from-the-ashes-complete-edition-game-60367/
eFootball PES 2021 SEASON UPDATE ARSENAL EDITION,"R$ 37,50","R$ 65,96","R$ 65,96",/ps4-store-br/efootball-pes-2021-season-update-arsenal-edition-game-58806/
eFootball PES 2021 SEASON UPDATE FC BARCELONA EDITION,"R$ 37,50","R$ 65,96","R$ 65,96",/ps4-store-br/efootball-pes-2021-season-update-fc-barcelona-edition-game-58807/
eFootball PES 2021 SEASON UPDATE FC BAYERN MÜNCHEN EDITION,"R$ 37,50","R$ 65,96","R$ 65,96",/ps4-store-br/efootball-pes-2021-season-update-fc-bayern-munchen-edition-game-58808/
eFootball PES 2021 SEASON UPDATE JUVENTUS EDITION,"R$ 37,50","R$ 65,96","R$ 65,96",/ps4-store-br/efootball-pes-2021-season-update-juventus-edition-game-58809/
eFootball PES 2021 SEASON UPDATE MANCHESTER UNITED EDITION,"R$ 37,50","R$ 65,96","R$ 65,96",/ps4-store-br/efootball-pes-2021-season-update-manchester-united-edition-game-58810/
Black Desert: Conqueror Edition,"R$ 37,50","R$ 207,45","R$ 207,45",/ps4-store-br/black-desert-conqueror-edition-game-58811/
Black Desert: Explorer Edition,"R$ 37,50","R$ 103,95","R$ 103,95",/ps4-store-br/black-desert-explorer-edition-game-58812/
Black Desert: Traveler Edition,"R$ 37,50","R$ 62,45","R$ 62,45",/ps4-store-br/black-desert-traveler-edition-game-58813/
Dragon Marked For Death,"R$ 37,50","R$ 128,94","R$ 128,94",/ps4-store-br/dragon-marked-for-death-game-58865/
TY the Tasmanian Tiger HD,"R$ 37,50","R$ 105,53","R$ 105,53",/ps4-store-br/ty-the-tasmanian-tiger-hd-game-58996/
112th Seed,"R$ 37,50","R$ 13,45","R$ 13,45",/ps4-store-br/112th-seed-game-59073/
FINAL FANTASY CRYSTAL CHRONICLES Remastered Edition,"R$ 37,50","R$ 74,94","R$ 74,94",/ps4-store-br/final-fantasy-crystal-chronicles-remastered-edition-game-59267/
Skully,"R$ 37,50","R$ 44,85","R$ 44,85",/ps4-store-br/skully-game-59463/
DOOM Slayers Collection,"R$ 37,50","R$ 74,75","R$ 74,75",/ps4-store-br/doom-slayers-collection-game-62566/
Train Sim World® 2,"R$ 37,50","R$ 62,45","R$ 62,45",/ps4-store-br/train-sim-world-2-game-60324/
Railway Empire - Complete Collection,"R$ 37,50","R$ 82,45","R$ 82,45",/ps4-store-br/railway-empire-complete-collection-game-59706/
VELOZES E FURIOSOS ENCRUZILHADA,"R$ 37,50","R$ 65,96","R$ 65,96",/ps4-store-br/velozes-e-furiosos-encruzilhada-game-59728/
Zero Strain,"R$ 37,50","R$ 21,56","R$ 21,56",/ps4-store-br/zero-strain-game-59803/
Red Dead Redemption 2,"R$ 37,50","R$ 124,45","R$ 124,45",/ps4-store-br/red-dead-redemption-2-game-66562/
Thief Simulator,"R$ 37,50","R$ 62,62","R$ 62,62",/ps4-store-br/thief-simulator-game-59846/
PGA TOUR 2K21,"R$ 37,50","R$ 82,46","R$ 82,46",/ps4-store-br/pga-tour-2k21-game-60425/
New Super Lucky’s Tale,"R$ 37,50","R$ 127,92","R$ 119,92",/ps4-store-br/new-super-luckys-tale-game-60450/
