Title,Original Price,Promotional Price,Psplus Price,url_games
Genesis Alpha One,"R$ 79,90","R$ 36,55","R$ 36,55",/ps4-store-br/genesis-alpha-one-game-39264/
RUSH VR,"R$ 79,90","R$ 33,47","R$ 33,47",/ps4-store-br/rush-vr-game-39265/
Party Crashers and Party Golf,"R$ 79,90","R$ 19,33","R$ 6,44",/ps4-store-br/party-crashers-and-party-golf-game-39269/
Suicide Guy: Sleepin’ Deeply,"R$ 79,90","R$ 7,97","R$ 7,97",/ps4-store-br/suicide-guy-sleepin-deeply-game-39305/
Fishing Sim World: Pro Tour + Quad Lake Pass,"R$ 79,90","R$ 85,80","R$ 85,80",/ps4-store-br/fishing-sim-world-pro-tour-quad-lake-pass-game-39328/
Warhammer: Vermintide 2,"R$ 79,90","R$ 31,22","R$ 31,22",/ps4-store-br/warhammer-vermintide-2-game-39333/
Warhammer: Vermintide 2 - Edição Premium ,"R$ 79,90","R$ 46,72","R$ 46,72",/ps4-store-br/warhammer-vermintide-2-edicao-premium-game-39334/
EARTH DEFENSE FORCE 5,"R$ 79,90","R$ 149,94","R$ 124,95",/ps4-store-br/earth-defense-force-5-game-39350/
My Little Riding Champion,"R$ 79,90","R$ 44,85","R$ 44,85",/ps4-store-br/my-little-riding-champion-game-39399/
Batman: Arkham Collection,"R$ 79,90","R$ 62,47","R$ 62,47",/ps4-store-br/batman-arkham-collection-game-39403/
I Am The Hero,"R$ 79,90","R$ 21,56","R$ 21,56",/ps4-store-br/i-am-the-hero-game-39406/
Déraciné,"R$ 79,90","R$ 51,99","R$ 51,99",/ps4-store-br/deracine-game-39456/
THE FOREST,"R$ 79,90","R$ 47,20","R$ 47,20",/ps4-store-br/the-forest-game-39463/
Call of Cthulhu®,"R$ 79,90","R$ 44,85","R$ 44,85",/ps4-store-br/call-of-cthulhu-game-39478/
For Honor® Marching Fire™ Edition,"R$ 79,90","R$ 51,97","R$ 51,97",/ps4-store-br/for-honor-marching-fire-edition-game-39517/
The Jackbox Party Pack 5,"R$ 79,90","R$ 95,94","R$ 87,94",/ps4-store-br/the-jackbox-party-pack-5-game-39526/
The Surge - Augmented Edition,"R$ 79,90","R$ 31,98","R$ 31,98",/ps4-store-br/the-surge-augmented-edition-game-39527/
Mark of the Ninja: Remastered,"R$ 79,90","R$ 47,20","R$ 47,20",/ps4-store-br/mark-of-the-ninja-remastered-game-39536/
Space Hulk: Tactics,"R$ 79,90","R$ 37,37","R$ 37,37",/ps4-store-br/space-hulk-tactics-game-39538/
Assassin’s Creed® Odyssey Deluxe Edition,"R$ 79,90","R$ 57,49","R$ 57,49",/ps4-store-br/assassins-creed-odyssey-deluxe-edition-game-39541/
Party Crashers,"R$ 79,90","R$ 11,98","R$ 3,99",/ps4-store-br/party-crashers-game-39544/
Assassin’s Creed® Odyssey Ultimate Edition,"R$ 79,90","R$ 74,99","R$ 74,99",/ps4-store-br/assassins-creed-odyssey-ultimate-edition-game-39546/
Valthirian Arc: Hero School Story,"R$ 79,90","R$ 12,50","R$ 12,50",/ps4-store-br/valthirian-arc-hero-school-story-game-39552/
Fishing Sim World®: Pro Tour Deluxe Edition,"R$ 79,90","R$ 49,80","R$ 49,80",/ps4-store-br/fishing-sim-world-pro-tour-deluxe-edition-game-39563/
Jack N’ Jill DX,"R$ 79,90","R$ 10,76","R$ 10,76",/ps4-store-br/jack-n-jill-dx-game-39565/
METAL MAX Xeno,"R$ 79,90","R$ 41,22","R$ 41,22",/ps4-store-br/metal-max-xeno-game-39566/
Punch Line,"R$ 79,90","R$ 41,22","R$ 41,22",/ps4-store-br/punch-line-game-39570/
This Is the Police 2,"R$ 79,90","R$ 37,37","R$ 37,37",/ps4-store-br/this-is-the-police-2-game-39574/
Labyrinth of Refrain: Coven of Dusk,"R$ 79,90","R$ 83,16","R$ 83,16",/ps4-store-br/labyrinth-of-refrain-coven-of-dusk-game-39592/
V-Rally 4,"R$ 79,90","R$ 49,98","R$ 49,98",/ps4-store-br/v-rally-4-game-39617/
V-Rally 4 Ultimate Edition ,"R$ 299,90","R$ 59,98","R$ 59,98",/ps4-store-br/v-rally-4-ultimate-edition-game-39619/
SNK HEROINES Tag Team Frenzy,"R$ 299,90","R$ 124,74","R$ 124,74",/ps4-store-br/snk-heroines-tag-team-frenzy-game-39626/
428: Shibuya Scramble,"R$ 299,90","R$ 41,58","R$ 41,58",/ps4-store-br/428-shibuya-scramble-game-39628/
Moonfall Ultimate,"R$ 299,90","R$ 16,12","R$ 16,12",/ps4-store-br/moonfall-ultimate-game-39633/
PLANET ALPHA,"R$ 299,90","R$ 26,22","R$ 26,22",/ps4-store-br/planet-alpha-game-39635/
Fernz Gate,"R$ 299,90","R$ 39,95","R$ 39,95",/ps4-store-br/fernz-gate-game-39649/
Fire Pro Wrestling World,"R$ 299,90","R$ 62,37","R$ 62,37",/ps4-store-br/fire-pro-wrestling-world-game-39650/
Fire Pro Wrestling World Deluxe Edition,"R$ 299,90","R$ 112,17","R$ 112,17",/ps4-store-br/fire-pro-wrestling-world-deluxe-edition-game-39651/
Terra-média™: Sombras da Guerra™ Edição Definitiva,"R$ 299,90","R$ 78,57","R$ 65,47",/ps4-store-br/terra-media-sombras-da-guerra-edicao-definitiva-game-39662/
"Warhammer 40,000: Inquisitor - Martyr | Imperium edition","R$ 299,90","R$ 82,35","R$ 54,90",/ps4-store-br/warhammer-40000-inquisitor-martyr-imperium-edition-game-39672/
Track Lab,"R$ 299,90","R$ 31,96","R$ 31,96",/ps4-store-br/track-lab-game-39685/
Dead Cells,"R$ 299,90","R$ 72,73","R$ 72,73",/ps4-store-br/dead-cells-game-39701/
Chasm,"R$ 299,90","R$ 30,75","R$ 30,75",/ps4-store-br/chasm-game-39721/
Super Destronaut DX,"R$ 299,90","R$ 10,76","R$ 10,76",/ps4-store-br/super-destronaut-dx-game-39763/
MXGP PRO,"R$ 299,90","R$ 27,37","R$ 27,37",/ps4-store-br/mxgp-pro-game-39782/
Tour de France 2018,"R$ 299,90","R$ 20,98","R$ 20,98",/ps4-store-br/tour-de-france-2018-game-39799/
THE KING OF FIGHTERS™ COLLECTION: THE OROCHI SAGA,"R$ 299,90","R$ 15,62","R$ 15,62",/ps4-store-br/the-king-of-fighters-collection-the-orochi-saga-game-39809/
LEGO® Os Incríveis,"R$ 299,90","R$ 59,99","R$ 49,99",/ps4-store-br/lego-os-incriveis-game-39825/
Shadow Tactics: Game+Theme,"R$ 299,90","R$ 24,95","R$ 24,95",/ps4-store-br/shadow-tactics-gametheme-game-39827/
Shaq-Fu: A Legend Reborn,"R$ 299,90","R$ 33,40","R$ 33,40",/ps4-store-br/shaq-fu-a-legend-reborn-game-39864/
Vampyr,"R$ 299,90","R$ 49,87","R$ 49,87",/ps4-store-br/vampyr-game-39866/
Yoku’s Island Express,"R$ 299,90","R$ 24,87","R$ 24,87",/ps4-store-br/yokus-island-express-game-39891/
PixelJunk™ Monsters 2,"R$ 299,90","R$ 15,98","R$ 15,98",/ps4-store-br/pixeljunk-monsters-2-game-39896/
PixelJunk™ Monsters 2 Deluxe Edition,"R$ 299,90","R$ 23,38","R$ 23,38",/ps4-store-br/pixeljunk-monsters-2-deluxe-edition-game-39897/
Euro Fishing: Ultimate Edition,"R$ 299,90","R$ 71,97","R$ 71,97",/ps4-store-br/euro-fishing-ultimate-edition-game-39898/
Space Hulk: Deathwing - Enhanced Edition,"R$ 299,90","R$ 37,37","R$ 37,37",/ps4-store-br/space-hulk-deathwing-enhanced-edition-game-39913/
Tennis World Tour,"R$ 299,90","R$ 29,99","R$ 29,99",/ps4-store-br/tennis-world-tour-game-39916/
Tennis World Tour - Legends Edition,"R$ 299,90","R$ 37,45","R$ 37,45",/ps4-store-br/tennis-world-tour-legends-edition-game-39917/
Call of Duty®: WWII - Edição Ouro,"R$ 299,90","R$ 105,56","R$ 105,56",/ps4-store-br/call-of-duty-wwii-edicao-ouro-game-39940/
InkSplosion,"R$ 299,90","R$ 8,07","R$ 8,07",/ps4-store-br/inksplosion-game-39947/
Raging Justice,"R$ 299,90","R$ 12,50","R$ 12,50",/ps4-store-br/raging-justice-game-39950/
Devious Dungeon,"R$ 299,90","R$ 17,16","R$ 17,16",/ps4-store-br/devious-dungeon-game-39973/
Assetto Corsa Ultimate Edition,"R$ 299,90","R$ 39,99","R$ 39,99",/ps4-store-br/assetto-corsa-ultimate-edition-game-39983/
Rick and Morty: Virtual Rick-ality,"R$ 299,90","R$ 62,70","R$ 62,70",/ps4-store-br/rick-and-morty-virtual-rick-ality-game-40006/
THE KING OF FIGHTERS ’97 GLOBAL MATCH,"R$ 299,90","R$ 12,50","R$ 12,50",/ps4-store-br/the-king-of-fighters-97-global-match-game-40021/
THE KING OF FIGHTERS™ ’98 ULTIMATE MATCH,"R$ 299,90","R$ 15,62","R$ 15,62",/ps4-store-br/the-king-of-fighters-98-ultimate-match-game-40051/
Warhammer Vermintide - The Ultimate Edition,"R$ 299,90","R$ 52,98","R$ 52,98",/ps4-store-br/warhammer-vermintide-the-ultimate-edition-game-40054/
Euro Fishing: Castle Edition,"R$ 299,90","R$ 40,17","R$ 40,17",/ps4-store-br/euro-fishing-castle-edition-game-40067/
The 25th Ward: The Silver Case,"R$ 299,90","R$ 59,80","R$ 59,80",/ps4-store-br/the-25th-ward-the-silver-case-game-40072/
The Raven Remastered,"R$ 299,90","R$ 23,98","R$ 23,98",/ps4-store-br/the-raven-remastered-game-40075/
TT Isle of Man: Ride on the Edge,"R$ 299,90","R$ 37,48","R$ 37,48",/ps4-store-br/tt-isle-of-man-ride-on-the-edge-game-40076/
Midnight Deluxe,"R$ 299,90","R$ 10,76","R$ 10,76",/ps4-store-br/midnight-deluxe-game-40089/
SWORD ART ONLINE: FATAL BULLET,"R$ 299,90","R$ 39,97","R$ 39,97",/ps4-store-br/sword-art-online-fatal-bullet-game-40122/
Suicide Guy,"R$ 299,90","R$ 12,87","R$ 12,87",/ps4-store-br/suicide-guy-game-40124/
Bleed Complete Bundle,"R$ 299,90","R$ 22,42","R$ 22,42",/ps4-store-br/bleed-complete-bundle-game-40129/
Premium Pool Arena,"R$ 299,90","R$ 8,30","R$ 8,30",/ps4-store-br/premium-pool-arena-game-40132/
Dragon Sinker,"R$ 299,90","R$ 39,95","R$ 39,95",/ps4-store-br/dragon-sinker-game-40165/
Marooners,"R$ 299,90","R$ 21,56","R$ 21,56",/ps4-store-br/marooners-game-40169/
SHADOW OF THE COLOSSUS,"R$ 299,90","R$ 46,47","R$ 46,47",/ps4-store-br/shadow-of-the-colossus-game-40170/
Railway Empire,"R$ 299,90","R$ 82,22","R$ 74,74",/ps4-store-br/railway-empire-game-40180/
LOST SPHEAR,"R$ 299,90","R$ 63,99","R$ 63,99",/ps4-store-br/lost-sphear-game-40193/
Digimon Story: Cyber Sleuth - Hacker’s Memory,"R$ 299,90","R$ 62,47","R$ 62,47",/ps4-store-br/digimon-story-cyber-sleuth-hackers-memory-game-40199/
One More Dungeon,"R$ 299,90","R$ 10,72","R$ 10,72",/ps4-store-br/one-more-dungeon-game-40263/
LocoRoco™ 2 Remastered,"R$ 299,90","R$ 22,95","R$ 22,95",/ps4-store-br/locoroco-2-remastered-game-40270/
Chaos on Deponia,"R$ 53,90","R$ 5,39","R$ 5,39",/ps4-store-br/chaos-on-deponia-game-40277/
Pinball FX2 VR,"R$ 53,90","R$ 27,96","R$ 27,96",/ps4-store-br/pinball-fx2-vr-game-40322/
Tumble VR,"R$ 53,90","R$ 26,95","R$ 26,95",/ps4-store-br/tumble-vr-game-40345/
Jak 3,"R$ 53,90","R$ 22,95","R$ 22,95",/ps4-store-br/jak-3-game-40355/
Jak II,"R$ 53,90","R$ 22,95","R$ 22,95",/ps4-store-br/jak-ii-game-40357/
Jak X: Combat Racing,"R$ 53,90","R$ 22,95","R$ 22,95",/ps4-store-br/jak-x-combat-racing-game-40358/
Outcast - Second Contact,"R$ 53,90","R$ 19,95","R$ 19,95",/ps4-store-br/outcast-second-contact-game-40359/
The Sims™ 4,"R$ 53,90","R$ 39,74","R$ 39,74",/ps4-store-br/the-sims-4-game-40373/
Agents of Mayhem - Total Mayhem Bundle,"R$ 53,90","R$ 29,90","R$ 29,90",/ps4-store-br/agents-of-mayhem-total-mayhem-bundle-game-40378/
Cat Quest,"R$ 53,90","R$ 10,78","R$ 10,78",/ps4-store-br/cat-quest-game-40380/
Need for Speed™ Payback,"R$ 53,90","R$ 47,59","R$ 47,59",/ps4-store-br/need-for-speed-payback-game-40388/
Wheel of Fortune®,"R$ 53,90","R$ 33,40","R$ 33,40",/ps4-store-br/wheel-of-fortune-game-40408/
.hack//G.U. Last Recode,"R$ 53,90","R$ 39,98","R$ 39,98",/ps4-store-br/hackgu-last-recode-game-40410/
Stifled,"R$ 53,90","R$ 31,47","R$ 31,47",/ps4-store-br/stifled-game-40417/
AER - Memories of Old,"R$ 53,90","R$ 10,00","R$ 10,00",/ps4-store-br/aer-memories-of-old-game-40430/
Cyberdimension Neptunia: 4 Goddesses Online,"R$ 53,90","R$ 89,70","R$ 89,70",/ps4-store-br/cyberdimension-neptunia-4-goddesses-online-game-40434/
ChaosChild,"R$ 53,90","R$ 28,98","R$ 28,98",/ps4-store-br/chaoschild-game-40461/
Rogue Trooper Redux,"R$ 53,90","R$ 24,90","R$ 24,90",/ps4-store-br/rogue-trooper-redux-game-40467/
The Jackbox Party Pack 4,"R$ 53,90","R$ 66,95","R$ 60,25",/ps4-store-br/the-jackbox-party-pack-4-game-40470/
theHunter: Call of the Wild,"R$ 53,90","R$ 89,70","R$ 89,70",/ps4-store-br/thehunter-call-of-the-wild-game-40505/
SAMURAI SHODOWN V SPECIAL,"R$ 53,90","R$ 12,50","R$ 12,50",/ps4-store-br/samurai-shodown-v-special-game-40561/
Antiquia Lost,"R$ 53,90","R$ 31,25","R$ 31,25",/ps4-store-br/antiquia-lost-game-40570/
Last Day of June,"R$ 53,90","R$ 25,05","R$ 25,05",/ps4-store-br/last-day-of-june-game-40578/
ART OF FIGHTING ANTHOLOGY,"R$ 53,90","R$ 15,62","R$ 15,62",/ps4-store-br/art-of-fighting-anthology-game-40584/
Call of Duty®: Black Ops III - Edição Zombies Chronicles,"R$ 53,90","R$ 105,56","R$ 105,56",/ps4-store-br/call-of-duty-black-ops-iii-edicao-zombies-chronicles-game-40587/
Red Faction II,"R$ 53,90","R$ 19,97","R$ 19,97",/ps4-store-br/red-faction-ii-game-40596/
White Day: A Labyrinth Named School,"R$ 53,90","R$ 24,98","R$ 24,98",/ps4-store-br/white-day-a-labyrinth-named-school-game-40604/
Windjammers,"R$ 53,90","R$ 25,00","R$ 25,00",/ps4-store-br/windjammers-game-40605/
Duck Game,"R$ 53,90","R$ 20,97","R$ 20,97",/ps4-store-br/duck-game-game-40620/
Jak and Daxter: The Precursor Legacy™,"R$ 53,90","R$ 29,75","R$ 29,75",/ps4-store-br/jak-and-daxter-the-precursor-legacy-game-40621/
UNCHARTED: The Lost Legacy,"R$ 53,90","R$ 51,93","R$ 51,93",/ps4-store-br/uncharted-the-lost-legacy-game-40627/
Sudden Strike 4,"R$ 53,90","R$ 33,72","R$ 33,72",/ps4-store-br/sudden-strike-4-game-40640/
Hunting Simulator,"R$ 53,90","R$ 39,90","R$ 39,90",/ps4-store-br/hunting-simulator-game-40657/
Patapon™ Remastered,"R$ 53,90","R$ 22,95","R$ 22,95",/ps4-store-br/patapon-remastered-game-40662/
Titanfall™ 2: Edição Ultimate,"R$ 53,90","R$ 23,79","R$ 23,79",/ps4-store-br/titanfall-2-edicao-ultimate-game-40664/
Aven Colony,"R$ 53,90","R$ 44,85","R$ 44,85",/ps4-store-br/aven-colony-game-40669/
Constructor,"R$ 53,90","R$ 39,90","R$ 39,90",/ps4-store-br/constructor-game-40671/
Infinite Minigolf,"R$ 53,90","R$ 19,97","R$ 19,97",/ps4-store-br/infinite-minigolf-game-40672/
Euro Fishing: Urban Edition,"R$ 53,90","R$ 40,17","R$ 40,17",/ps4-store-br/euro-fishing-urban-edition-game-40679/
SpeedRunners,"R$ 53,90","R$ 10,37","R$ 10,37",/ps4-store-br/speedrunners-game-40708/
SpeedRunners Deluxe Bundle,"R$ 53,90","R$ 22,47","R$ 22,47",/ps4-store-br/speedrunners-deluxe-bundle-game-40709/
Elite Dangerous,"R$ 53,90","R$ 59,80","R$ 59,80",/ps4-store-br/elite-dangerous-game-40724/
WipEout Omega Collection,"R$ 53,90","R$ 55,93","R$ 55,93",/ps4-store-br/wipeout-omega-collection-game-40769/
Portal Knights,"R$ 53,90","R$ 39,80","R$ 39,80",/ps4-store-br/portal-knights-game-40770/
Friday the 13th: The Game,"R$ 53,90","R$ 24,58","R$ 24,58",/ps4-store-br/friday-the-13th-the-game-game-40784/
Dreamfall Chapters,"R$ 53,90","R$ 36,71","R$ 36,71",/ps4-store-br/dreamfall-chapters-game-40816/
LocoRoco™ Remastered,"R$ 53,90","R$ 22,95","R$ 22,95",/ps4-store-br/locoroco-remastered-game-40828/
Little Nightmares,"R$ 53,90","R$ 20,00","R$ 20,00",/ps4-store-br/little-nightmares-game-40841/
DRAGON QUEST HEROES II™ Edição do Explorador,"R$ 53,90","R$ 124,99","R$ 124,99",/ps4-store-br/dragon-quest-heroes-ii-edicao-do-explorador-game-40845/
The Silver Case,"R$ 53,90","R$ 39,80","R$ 39,80",/ps4-store-br/the-silver-case-game-40861/
Wonder Boy: The Dragon’s Trap,"R$ 53,90","R$ 41,96","R$ 41,96",/ps4-store-br/wonder-boy-the-dragons-trap-game-40862/
Bulletstorm: Full Clip Edition,"R$ 53,90","R$ 29,92","R$ 29,92",/ps4-store-br/bulletstorm-full-clip-edition-game-40873/
PaRappa The Rapper™ Remastered,"R$ 53,90","R$ 22,95","R$ 22,95",/ps4-store-br/parappa-the-rapper-remastered-game-40878/
Vikings - Wolves of Midgard,"R$ 53,90","R$ 39,90","R$ 39,90",/ps4-store-br/vikings-wolves-of-midgard-game-40900/
FATAL FURY™ BATTLE ARCHIVES VOL.2,"R$ 62,50","R$ 15,62","R$ 15,62",/ps4-store-br/fatal-fury-battle-archives-vol2-game-40901/
This is the Police,"R$ 62,50","R$ 20,98","R$ 20,98",/ps4-store-br/this-is-the-police-game-40906/
Touhou Genso Wanderer,"R$ 62,50","R$ 74,75","R$ 74,75",/ps4-store-br/touhou-genso-wanderer-game-40918/
2Dark,"R$ 62,50","R$ 24,98","R$ 24,98",/ps4-store-br/2dark-game-40933/
Ys Origin,"R$ 62,50","R$ 33,40","R$ 33,40",/ps4-store-br/ys-origin-game-40943/
ADK DAMASHII™,"R$ 62,50","R$ 15,62","R$ 15,62",/ps4-store-br/adk-damashii-game-40956/
Vertical Drop Heroes HD,"R$ 62,50","R$ 13,47","R$ 13,47",/ps4-store-br/vertical-drop-heroes-hd-game-40979/
Knee Deep,"R$ 62,50","R$ 23,97","R$ 23,97",/ps4-store-br/knee-deep-game-40993/
MXGP2 - The Official Motocross Videogame Compact,"R$ 62,50","R$ 8,08","R$ 8,08",/ps4-store-br/mxgp2-the-official-motocross-videogame-compact-game-40997/
Assassin’s Creed® The Ezio Collection,"R$ 62,50","R$ 35,99","R$ 35,99",/ps4-store-br/assassins-creed-the-ezio-collection-game-41022/
FU’UN SUPER COMBO™,"R$ 62,50","R$ 15,62","R$ 15,62",/ps4-store-br/fuun-super-combo-game-41030/
The Escapists: Supermax Edition,"R$ 62,50","R$ 33,47","R$ 33,47",/ps4-store-br/the-escapists-supermax-edition-game-41047/
Overcooked Holiday Bundle,"R$ 62,50","R$ 25,05","R$ 25,05",/ps4-store-br/overcooked-holiday-bundle-game-41052/
Red Faction,"R$ 62,50","R$ 19,97","R$ 19,97",/ps4-store-br/red-faction-game-41053/
The Last Guardian,"R$ 62,50","R$ 51,93","R$ 51,93",/ps4-store-br/the-last-guardian-game-41055/
GAROU: MARK OF THE WOLVES™,"R$ 62,50","R$ 15,62","R$ 15,62",/ps4-store-br/garou-mark-of-the-wolves-game-41056/
Mother Russia Bleeds,"R$ 62,50","R$ 14,90","R$ 14,90",/ps4-store-br/mother-russia-bleeds-game-41059/
Destroy All Humans! 2 (2006),"R$ 62,50","R$ 20,98","R$ 20,98",/ps4-store-br/destroy-all-humans-2-2006-game-41073/
Steins;Gate 0,"R$ 62,50","R$ 28,98","R$ 28,98",/ps4-store-br/steinsgate-0-game-41075/
SAMURAI SHODOWN VI™,"R$ 62,50","R$ 9,37","R$ 9,37",/ps4-store-br/samurai-shodown-vi-game-41082/
DRAGON QUEST BUILDERS,"R$ 62,50","R$ 149,95","R$ 149,95",/ps4-store-br/dragon-quest-builders-game-41088/
WATCH DOGS 2,"R$ 62,50","R$ 39,80","R$ 39,80",/ps4-store-br/watch-dogs-2-game-41092/
Handball 17,"R$ 62,50","R$ 24,94","R$ 24,94",/ps4-store-br/handball-17-game-41097/
Call of Duty®: Infinite Warfare - Digital Deluxe,"R$ 62,50","R$ 153,56","R$ 153,56",/ps4-store-br/call-of-duty-infinite-warfare-digital-deluxe-game-41105/
Call of Duty®: Infinite Warfare - Legacy Edition,"R$ 62,50","R$ 119,96","R$ 119,96",/ps4-store-br/call-of-duty-infinite-warfare-legacy-edition-game-41106/
Pacote Hasbro Diversão para a Família – Edição Super,"R$ 62,50","R$ 62,47","R$ 62,47",/ps4-store-br/pacote-hasbro-diversao-para-a-familia-edicao-super-game-41127/
Team17 Trophy Hunters Pack,"R$ 62,50","R$ 93,72","R$ 93,72",/ps4-store-br/team17-trophy-hunters-pack-game-41131/
Destroy All Humans! (2005),"R$ 62,50","R$ 20,98","R$ 20,98",/ps4-store-br/destroy-all-humans-2005-game-41140/
Team17 Indie Collection,"R$ 62,50","R$ 107,47","R$ 107,47",/ps4-store-br/team17-indie-collection-game-41149/
Team17 Indie Heroes,"R$ 62,50","R$ 57,47","R$ 57,47",/ps4-store-br/team17-indie-heroes-game-41150/
Solitaire,"R$ 62,50","R$ 10,37","R$ 10,37",/ps4-store-br/solitaire-game-41162/
Hustle Kings VR,"R$ 62,50","R$ 31,99","R$ 31,99",/ps4-store-br/hustle-kings-vr-game-41163/
Call of Duty®: Modern Warfare® Remastered,"R$ 62,50","R$ 96,75","R$ 96,75",/ps4-store-br/call-of-duty-modern-warfare-remastered-game-41168/
Tropico 5 - Complete Collection,"R$ 62,50","R$ 61,07","R$ 61,07",/ps4-store-br/tropico-5-complete-collection-game-41174/
Warhammer: End Times - Vermintide,"R$ 62,50","R$ 34,38","R$ 34,38",/ps4-store-br/warhammer-end-times-vermintide-game-41176/
Air Conflicts: Double Pack,"R$ 62,50","R$ 49,87","R$ 49,87",/ps4-store-br/air-conflicts-double-pack-game-41189/
Virginia,"R$ 62,50","R$ 10,78","R$ 10,78",/ps4-store-br/virginia-game-41191/
Dead Rising,"R$ 62,50","R$ 44,99","R$ 44,99",/ps4-store-br/dead-rising-game-41209/
Dead Rising 2,"R$ 62,50","R$ 44,99","R$ 44,99",/ps4-store-br/dead-rising-2-game-41210/
Mahjong,"R$ 62,50","R$ 20,75","R$ 20,75",/ps4-store-br/mahjong-game-41218/
Verdun,"R$ 62,50","R$ 52,45","R$ 52,45",/ps4-store-br/verdun-game-41241/
INSIDE,"R$ 62,50","R$ 20,87","R$ 20,87",/ps4-store-br/inside-game-41249/
The King of Fighters XIV,"R$ 62,50","R$ 74,75","R$ 74,75",/ps4-store-br/the-king-of-fighters-xiv-game-41253/
Gal*Gun: Double Peace,"R$ 62,50","R$ 24,98","R$ 24,98",/ps4-store-br/galgun-double-peace-game-41273/
I Am Setsuna,"R$ 62,50","R$ 82,45","R$ 82,45",/ps4-store-br/i-am-setsuna-game-41296/
ADR1FT,"R$ 62,50","R$ 24,87","R$ 24,87",/ps4-store-br/adr1ft-game-41300/
LEGO® Star Wars™: The Force Awakens,"R$ 62,50","R$ 31,99","R$ 31,99",/ps4-store-br/lego-star-wars-the-force-awakens-game-41312/
Mighty No. 9,"R$ 62,50","R$ 19,98","R$ 19,98",/ps4-store-br/mighty-no-9-game-41345/
PAC-MAN 256,"R$ 62,50","R$ 13,45","R$ 13,45",/ps4-store-br/pac-man-256-game-41347/
Conjunto SMITE Pacote Supremo de Deuses,"R$ 62,50","R$ 79,95","R$ 79,95",/ps4-store-br/conjunto-smite-pacote-supremo-de-deuses-game-41353/
DUCATI - 90th Anniversary,"R$ 62,50","R$ 6,22","R$ 6,22",/ps4-store-br/ducati-90th-anniversary-game-41358/
Fenix Furia,"R$ 62,50","R$ 27,96","R$ 19,97",/ps4-store-br/fenix-furia-game-41360/
Soul Axiom,"R$ 62,50","R$ 29,02","R$ 29,02",/ps4-store-br/soul-axiom-game-41365/
THE LAST BLADE 2,"R$ 62,50","R$ 12,50","R$ 12,50",/ps4-store-br/the-last-blade-2-game-41391/
Homefront®: The Revolution ’Freedom Fighter’ Bundle,"R$ 199,50","R$ 39,90","R$ 39,90",/ps4-store-br/homefront-the-revolution-freedom-fighter-bundle-game-41396/
Coffin Dodgers,"R$ 199,50","R$ 19,96","R$ 19,96",/ps4-store-br/coffin-dodgers-game-41415/
THE KING OF FIGHTERS 2000,"R$ 199,50","R$ 8,30","R$ 8,30",/ps4-store-br/the-king-of-fighters-2000-game-41423/
Battle Worlds: Kronos,"R$ 199,50","R$ 20,87","R$ 20,87",/ps4-store-br/battle-worlds-kronos-game-41427/
Pang Adventures,"R$ 199,50","R$ 21,56","R$ 21,56",/ps4-store-br/pang-adventures-game-41451/
BUNDLE FAR CRY 4 + FAR CRY PRIMAL,"R$ 199,50","R$ 99,80","R$ 99,80",/ps4-store-br/bundle-far-cry-4-far-cry-primal-game-41459/
Day of the Tentacle Remastered,"R$ 199,50","R$ 11,98","R$ 11,98",/ps4-store-br/day-of-the-tentacle-remastered-game-41482/
Tetraminos,"R$ 199,50","R$ 20,75","R$ 20,75",/ps4-store-br/tetraminos-game-41508/
Tom Clancy’s The Division™ Gold Edition,"R$ 199,50","R$ 51,12","R$ 51,12",/ps4-store-br/tom-clancys-the-division-gold-edition-game-41509/
Plants vs. Zombies™ Garden Warfare 2: Edição Deluxe,"R$ 199,50","R$ 20,78","R$ 20,78",/ps4-store-br/plants-vs-zombies-garden-warfare-2-edicao-deluxe-game-41528/
Unravel,"R$ 199,50","R$ 26,22","R$ 26,22",/ps4-store-br/unravel-game-41555/
Gravity Rush™ Remastered,"R$ 199,50","R$ 49,99","R$ 49,99",/ps4-store-br/gravity-rush-remastered-game-41561/
Megadimension Neptunia VII,"R$ 199,50","R$ 69,65","R$ 69,65",/ps4-store-br/megadimension-neptunia-vii-game-41562/
LEGO® Marvel’s Avengers,"R$ 199,50","R$ 53,99","R$ 53,99",/ps4-store-br/lego-marvels-avengers-game-41566/
Trine Trilogy,"R$ 199,50","R$ 31,98","R$ 31,98",/ps4-store-br/trine-trilogy-game-41595/
PaRappa The Rapper 2™,"R$ 199,50","R$ 15,45","R$ 15,45",/ps4-store-br/parappa-the-rapper-2-game-41598/
STAR WARS™  Battlefront™ Ultimate Edition,"R$ 199,50","R$ 19,74","R$ 19,74",/ps4-store-br/star-wars-battlefront-ultimate-edition-game-41632/
Sword Art Online: Lost Song,"R$ 199,50","R$ 74,97","R$ 74,97",/ps4-store-br/sword-art-online-lost-song-game-41634/
Fallout 4,"R$ 199,50","R$ 62,45","R$ 62,45",/ps4-store-br/fallout-4-game-41637/
Need for Speed™,"R$ 199,50","R$ 32,47","R$ 32,47",/ps4-store-br/need-for-speed-game-41643/
Assassin’s Creed® Syndicate,"R$ 199,50","R$ 37,47","R$ 37,47",/ps4-store-br/assassins-creed-syndicate-game-41657/
DRAGON QUEST HEROES: Digital Slime Edition,"R$ 199,50","R$ 107,25","R$ 107,25",/ps4-store-br/dragon-quest-heroes-digital-slime-edition-game-41669/
